Bedroom,Landsize,YearBuilt,RegionName
3,171,2014,Southern Metropolitan
5,557,1950,Southern Metropolitan
3,1231,1967,Southern Metropolitan
4,700,1964,Southern Metropolitan
3,585,1965,Southern Metropolitan
3,581,1960,Southern Metropolitan
4,365,1950,Southern Metropolitan
4,684,1975,Southern Metropolitan
5,600,1970,Southern Metropolitan
2,263,2017,Southern Metropolitan
3,171,2014,Southern Metropolitan
3,163,2017,Southern Metropolitan
3,259,2017,Southern Metropolitan
3,784,1960,Southern Metropolitan
3,569,1959,South-Eastern Metropolitan
4,612,1960,South-Eastern Metropolitan
4,987,1960,South-Eastern Metropolitan
3,650,1960,South-Eastern Metropolitan
4,711,1960,South-Eastern Metropolitan
2,785,1960,South-Eastern Metropolitan
3,706,1960,South-Eastern Metropolitan
3,600,1960,South-Eastern Metropolitan
3,713,1960,South-Eastern Metropolitan
3,553,1960,South-Eastern Metropolitan
5,608,1960,South-Eastern Metropolitan
3,700,1960,South-Eastern Metropolitan
2,590,1960,South-Eastern Metropolitan
3,585,1960,South-Eastern Metropolitan
5,900,1960,South-Eastern Metropolitan
2,722,1960,South-Eastern Metropolitan
3,593,1960,South-Eastern Metropolitan
4,622,1960,South-Eastern Metropolitan
3,904,1960,South-Eastern Metropolitan
5,925,1960,South-Eastern Metropolitan
3,786,1960,South-Eastern Metropolitan
4,937,1960,South-Eastern Metropolitan
4,1471,1960,South-Eastern Metropolitan
3,701,1960,South-Eastern Metropolitan
4,652,1960,South-Eastern Metropolitan
4,726,1960,South-Eastern Metropolitan
3,118,1880,Northern Metropolitan
3,176,1890,Northern Metropolitan
4,382,1903,Northern Metropolitan
2,239,1900,Northern Metropolitan
3,67,2010,Northern Metropolitan
2,174,1890,Northern Metropolitan
2,140,1910,Northern Metropolitan
3,193,1900,Northern Metropolitan
3,124,2000,Northern Metropolitan
2,164,1890,Northern Metropolitan
2,151,1910,Northern Metropolitan
4,162,1995,Northern Metropolitan
2,156,1890,Northern Metropolitan
3,230,1900,Northern Metropolitan
2,72,1980,Northern Metropolitan
2,158,1890,Northern Metropolitan
3,276,1904,Northern Metropolitan
3,192,1900,Northern Metropolitan
3,538,1995,Northern Metropolitan
2,533,2011,Northern Metropolitan
2,191,1890,Northern Metropolitan
3,208,1907,Northern Metropolitan
2,156,1880,Northern Metropolitan
3,402,1890,Northern Metropolitan
4,293,1920,Northern Metropolitan
3,299,1920,Northern Metropolitan
3,241,1890,Northern Metropolitan
4,174,1999,Northern Metropolitan
3,1727,2005,Northern Metropolitan
4,452,1925,Northern Metropolitan
2,462,1920,Northern Metropolitan
3,577,1920,Northern Metropolitan
3,238,1900,Northern Metropolitan
4,515,1900,Northern Metropolitan
3,107,1994,Northern Metropolitan
3,563,1930,Northern Metropolitan
2,381,1925,Northern Metropolitan
3,213,2010,Northern Metropolitan
4,576,1960,Northern Metropolitan
4,633,1990,Northern Metropolitan
3,412,1920,Northern Metropolitan
3,536,1910,Northern Metropolitan
3,283,1915,Northern Metropolitan
3,255,1920,Northern Metropolitan
4,371,1888,Northern Metropolitan
4,408,1970,Northern Metropolitan
2,500,1975,Northern Metropolitan
2,545,1940,Northern Metropolitan
3,405,1930,Northern Metropolitan
4,43,1930,Northern Metropolitan
2,170,1890,Northern Metropolitan
2,280,1900,Northern Metropolitan
2,108,2007,Northern Metropolitan
3,293,2006,Northern Metropolitan
3,371,1980,Northern Metropolitan
2,263,1910,Northern Metropolitan
2,113,1970,Northern Metropolitan
2,371,1930,Northern Metropolitan
2,286,1890,Northern Metropolitan
3,379,1925,Northern Metropolitan
2,129,2012,Northern Metropolitan
4,381,1938,Northern Metropolitan
2,457,1940,Northern Metropolitan
3,255,2014,Northern Metropolitan
4,494,2001,Northern Metropolitan
3,417,1940,Northern Metropolitan
2,253,1910,Northern Metropolitan
3,431,1970,Northern Metropolitan
3,482,2006,Northern Metropolitan
3,372,1920,Northern Metropolitan
3,263,2008,Northern Metropolitan
3,407,1930,Northern Metropolitan
3,116,1995,Northern Metropolitan
3,309,1880,Northern Metropolitan
3,702,1950,Northern Metropolitan
3,119,1995,Northern Metropolitan
2,597,1960,Northern Metropolitan
2,339,1920,Northern Metropolitan
5,381,1985,Northern Metropolitan
3,336,1950,Northern Metropolitan
3,138,2000,Northern Metropolitan
3,206,1945,Northern Metropolitan
4,531,1925,Northern Metropolitan
3,221,1980,Northern Metropolitan
3,102,1976,Northern Metropolitan
3,423,1940,Northern Metropolitan
3,233,1890,Northern Metropolitan
3,370,1920,Northern Metropolitan
4,420,1920,Northern Metropolitan
2,97,2014,Northern Metropolitan
4,398,1950,Northern Metropolitan
3,414,1930,Northern Metropolitan
6,768,1997,Northern Metropolitan
3,500,1900,Northern Metropolitan
5,635,1920,Northern Metropolitan
2,136,1975,Northern Metropolitan
3,531,2016,Northern Metropolitan
2,388,1960,Northern Metropolitan
2,275,1920,Northern Metropolitan
4,3747,2006,Northern Metropolitan
3,120,1990,Northern Metropolitan
3,341,1920,Northern Metropolitan
4,453,1910,Northern Metropolitan
4,172,1900,Northern Metropolitan
3,64,2011,Northern Metropolitan
3,737,1930,Northern Metropolitan
4,441,2002,Northern Metropolitan
2,476,1930,Northern Metropolitan
2,350,1920,Northern Metropolitan
2,378,1920,Northern Metropolitan
2,134,2014,Northern Metropolitan
3,227,1920,Northern Metropolitan
3,579,1930,Northern Metropolitan
3,190,2015,Northern Metropolitan
2,149,1970,Northern Metropolitan
4,426,1930,Northern Metropolitan
2,476,1930,Northern Metropolitan
3,379,1910,Northern Metropolitan
3,392,1920,Northern Metropolitan
5,900,1888,Northern Metropolitan
4,430,1920,Northern Metropolitan
3,460,1920,Northern Metropolitan
2,1965,2000,Northern Metropolitan
4,301,2005,Northern Metropolitan
3,771,2004,Northern Metropolitan
3,184,2007,Northern Metropolitan
3,444,1920,Northern Metropolitan
4,515,1975,Northern Metropolitan
3,502,1910,Northern Metropolitan
3,371,1950,Northern Metropolitan
4,404,1920,Northern Metropolitan
4,422,1920,Northern Metropolitan
3,459,1930,Northern Metropolitan
3,566,1920,Northern Metropolitan
3,391,1940,Northern Metropolitan
3,278,1910,Northern Metropolitan
3,382,1920,Northern Metropolitan
4,246,1910,Northern Metropolitan
4,614,1920,Northern Metropolitan
3,402,1940,Northern Metropolitan
3,409,1980,Northern Metropolitan
3,373,1955,Northern Metropolitan
4,570,1970,Northern Metropolitan
4,406,1930,Northern Metropolitan
4,254,2000,Northern Metropolitan
3,375,1930,Northern Metropolitan
3,182,2008,Northern Metropolitan
2,236,1900,Northern Metropolitan
3,481,1940,Northern Metropolitan
2,390,1948,Northern Metropolitan
3,403,1950,Northern Metropolitan
3,626,1950,Northern Metropolitan
3,565,1950,Northern Metropolitan
3,498,1950,Northern Metropolitan
4,298,2013,Northern Metropolitan
4,320,1950,Northern Metropolitan
3,499,1970,Northern Metropolitan
3,556,1950,Northern Metropolitan
3,104,2014,Northern Metropolitan
2,586,1950,Northern Metropolitan
2,563,1925,Northern Metropolitan
4,590,1950,Northern Metropolitan
2,629,1960,Northern Metropolitan
3,307,1950,Northern Metropolitan
3,472,1970,Northern Metropolitan
5,425,2014,Northern Metropolitan
3,575,1960,Northern Metropolitan
3,404,1950,Northern Metropolitan
2,526,1940,Northern Metropolitan
4,501,2016,Northern Metropolitan
3,407,1930,Northern Metropolitan
3,178,2012,Northern Metropolitan
2,145,2010,Northern Metropolitan
3,173,2010,Northern Metropolitan
2,168,1970,Northern Metropolitan
3,677,1960,Northern Metropolitan
3,479,1980,Northern Metropolitan
4,500,1930,Northern Metropolitan
3,275,2008,Northern Metropolitan
3,533,1960,Northern Metropolitan
3,260,2010,Northern Metropolitan
5,460,2013,Northern Metropolitan
2,390,1950,Northern Metropolitan
3,402,1950,Northern Metropolitan
3,506,1955,Northern Metropolitan
3,653,1970,Northern Metropolitan
4,610,1950,Northern Metropolitan
3,532,1930,Northern Metropolitan
4,557,1950,Northern Metropolitan
3,859,1980,Eastern Victoria
3,183,1880,Northern Metropolitan
3,82,1995,Northern Metropolitan
3,282,1920,Northern Metropolitan
3,81,2000,Northern Metropolitan
1,406,1970,Northern Metropolitan
2,1060,2010,Northern Metropolitan
2,178,1900,Northern Metropolitan
2,2886,1830,Northern Metropolitan
2,188,1900,Northern Metropolitan
1,3701,2005,Northern Metropolitan
2,130,1890,Northern Metropolitan
2,159,1880,Northern Metropolitan
3,167,1900,Northern Metropolitan
1,816,2000,Northern Metropolitan
1,2773,2010,Northern Metropolitan
3,125,1990,Northern Metropolitan
2,15900,1880,Northern Metropolitan
2,112,1900,Northern Metropolitan
2,144,1880,Northern Metropolitan
2,139,1890,Northern Metropolitan
2,3701,2005,Northern Metropolitan
3,108,2005,Northern Metropolitan
2,151,1900,Northern Metropolitan
3,151,1890,Northern Metropolitan
3,536,1975,Northern Metropolitan
3,551,1975,Northern Metropolitan
4,628,1970,Northern Metropolitan
3,553,1970,Northern Metropolitan
4,605,1950,Northern Metropolitan
6,655,1997,Northern Metropolitan
3,280,2010,Northern Metropolitan
3,219,2010,Northern Metropolitan
4,480,2012,Northern Metropolitan
4,560,2007,Northern Metropolitan
4,479,2009,Northern Metropolitan
3,263,2008,Northern Metropolitan
3,618,2014,Northern Metropolitan
2,38,2013,Northern Metropolitan
3,654,1999,Northern Metropolitan
3,448,2008,Northern Metropolitan
3,350,2014,Northern Metropolitan
4,448,2011,Northern Metropolitan
4,420,2015,Northern Metropolitan
4,336,2014,Northern Metropolitan
4,512,2007,Northern Metropolitan
3,301,2001,Northern Metropolitan
4,482,2012,Northern Metropolitan
4,756,2001,Northern Metropolitan
4,400,2010,Northern Metropolitan
3,1005,1995,Northern Metropolitan
4,448,2014,Northern Metropolitan
3,947,1972,Northern Metropolitan
4,312,2015,Northern Metropolitan
4,484,2009,Northern Metropolitan
3,321,2013,Northern Metropolitan
3,338,2004,Northern Metropolitan
4,641,1990,Northern Metropolitan
3,255,2009,Northern Metropolitan
4,771,2006,Northern Metropolitan
4,630,2003,Northern Metropolitan
4,294,2011,Northern Metropolitan
3,448,2010,Northern Metropolitan
4,650,1994,Northern Metropolitan
4,349,2013,Northern Metropolitan
4,645,1980,Northern Metropolitan
4,448,2009,Northern Metropolitan
4,764,2010,Northern Metropolitan
3,294,2011,Northern Metropolitan
4,754,2006,Northern Metropolitan
3,448,2009,Northern Metropolitan
3,758,1985,Northern Metropolitan
4,448,2015,Northern Metropolitan
3,313,2010,Northern Metropolitan
4,399,2013,Northern Metropolitan
3,665,1985,Northern Metropolitan
4,350,2011,Northern Metropolitan
3,546,2009,Northern Metropolitan
4,541,1995,Northern Metropolitan
4,349,2017,Northern Metropolitan
3,690,1975,Northern Metropolitan
3,610,1980,Northern Metropolitan
3,320,2008,Northern Metropolitan
4,538,2010,Northern Metropolitan
4,400,2011,Northern Metropolitan
4,400,2015,Northern Metropolitan
3,179,2015,Northern Metropolitan
3,693,1970,Northern Metropolitan
4,738,1980,Northern Metropolitan
3,534,1990,Northern Metropolitan
3,262,2012,Northern Metropolitan
2,99,2015,Northern Metropolitan
3,400,2013,Northern Metropolitan
4,666,1970,Northern Metropolitan
3,788,1980,Northern Metropolitan
3,583,1985,Northern Metropolitan
3,207,2010,Northern Metropolitan
3,248,2014,Northern Metropolitan
4,630,1990,Northern Metropolitan
3,490,2004,Northern Metropolitan
3,659,1987,Northern Metropolitan
3,740,1980,Northern Metropolitan
4,661,1980,Northern Metropolitan
3,400,2003,Northern Metropolitan
4,576,2014,Northern Metropolitan
3,293,2015,Northern Metropolitan
3,459,2011,Northern Metropolitan
4,448,2010,Northern Metropolitan
3,495,2008,Northern Metropolitan
4,400,2016,Northern Metropolitan
4,544,2009,Northern Metropolitan
3,375,2013,Northern Metropolitan
3,649,1990,Northern Metropolitan
4,431,2014,Northern Metropolitan
3,150,2011,Northern Metropolitan
4,448,2013,Northern Metropolitan
3,266,2013,Northern Metropolitan
4,731,1992,Northern Metropolitan
4,584,2005,Northern Metropolitan
4,512,2017,Northern Metropolitan
4,502,2010,Northern Metropolitan
3,653,1991,Northern Metropolitan
4,480,2015,Northern Metropolitan
3,598,2009,Northern Metropolitan
5,589,2016,Northern Metropolitan
3,574,2001,Northern Metropolitan
3,448,2011,Northern Metropolitan
3,434,1960,South-Eastern Metropolitan
4,653,1960,South-Eastern Metropolitan
2,138,2001,Northern Metropolitan
2,176,1920,Northern Metropolitan
3,263,2016,Northern Metropolitan
2,131,1890,Northern Metropolitan
2,125,1900,Northern Metropolitan
3,324,1880,Northern Metropolitan
2,151,1998,Northern Metropolitan
3,324,1880,Northern Metropolitan
3,326,1890,Northern Metropolitan
3,117,1900,Northern Metropolitan
2,155,1900,Northern Metropolitan
3,156,1880,Northern Metropolitan
3,455,1960,Eastern Metropolitan
4,907,1970,Eastern Metropolitan
2,312,1994,Eastern Metropolitan
4,974,1975,Eastern Metropolitan
4,815,1960,Eastern Metropolitan
3,802,1980,Eastern Metropolitan
4,864,2008,Eastern Metropolitan
3,396,1950,Eastern Metropolitan
3,397,1950,Eastern Metropolitan
3,269,2007,Eastern Metropolitan
4,1880,1947,Eastern Metropolitan
5,864,1980,Eastern Metropolitan
5,1005,1960,Eastern Metropolitan
4,655,1965,Eastern Metropolitan
3,857,1960,Eastern Metropolitan
5,857,2012,Eastern Metropolitan
4,1267,1970,Eastern Metropolitan
5,983,1975,Eastern Metropolitan
3,836,1939,Eastern Metropolitan
3,864,1979,Eastern Metropolitan
3,850,1970,Eastern Metropolitan
3,512,1960,Eastern Metropolitan
4,1237,1970,Eastern Metropolitan
4,864,2000,Eastern Metropolitan
3,918,1978,Eastern Metropolitan
4,540,2010,Eastern Metropolitan
3,969,1970,Eastern Metropolitan
3,870,1970,Eastern Metropolitan
4,1068,2009,Eastern Metropolitan
3,773,1965,Eastern Metropolitan
2,352,1950,Eastern Metropolitan
3,1044,1945,Eastern Metropolitan
4,731,1985,Eastern Metropolitan
4,1187,1983,Eastern Metropolitan
4,1717,1950,Eastern Metropolitan
4,841,2016,Eastern Metropolitan
3,507,1960,Eastern Metropolitan
3,1007,1980,Eastern Metropolitan
3,864,2012,Eastern Metropolitan
3,1044,1985,Eastern Metropolitan
3,731,1970,Eastern Metropolitan
3,503,1940,Eastern Metropolitan
3,630,2010,Eastern Metropolitan
3,379,1970,Eastern Metropolitan
4,861,1970,Eastern Metropolitan
3,583,1970,Northern Metropolitan
3,560,1965,Northern Metropolitan
3,627,1960,Northern Metropolitan
4,585,1997,Northern Metropolitan
3,582,1960,Northern Metropolitan
5,591,2008,Northern Metropolitan
3,542,1960,Northern Metropolitan
3,569,1965,Northern Metropolitan
3,588,1960,Northern Metropolitan
3,614,1965,Northern Metropolitan
3,552,1960,Northern Metropolitan
3,615,1960,Northern Metropolitan
3,588,1990,Northern Metropolitan
3,578,1960,Northern Metropolitan
4,780,1970,Northern Metropolitan
3,565,1960,Northern Metropolitan
4,652,1960,South-Eastern Metropolitan
1,533,1960,South-Eastern Metropolitan
3,575,1960,South-Eastern Metropolitan
4,993,1960,South-Eastern Metropolitan
3,590,1960,South-Eastern Metropolitan
3,588,1960,South-Eastern Metropolitan
3,652,1960,South-Eastern Metropolitan
3,648,1960,South-Eastern Metropolitan
3,531,1962,South-Eastern Metropolitan
3,591,1963,South-Eastern Metropolitan
4,681,1965,South-Eastern Metropolitan
3,816,1965,South-Eastern Metropolitan
4,536,1965,South-Eastern Metropolitan
5,731,1965,South-Eastern Metropolitan
3,687,1965,South-Eastern Metropolitan
2,806,1965,South-Eastern Metropolitan
4,771,1965,South-Eastern Metropolitan
4,648,1966,South-Eastern Metropolitan
3,643,1967,South-Eastern Metropolitan
4,254,1995,Southern Metropolitan
3,819,1920,Southern Metropolitan
4,1083,1940,Southern Metropolitan
5,833,2012,Southern Metropolitan
3,586,1990,Western Metropolitan
3,539,1985,Western Metropolitan
3,697,1955,Western Metropolitan
3,544,1996,Western Metropolitan
3,562,1960,Western Metropolitan
3,691,1960,Western Metropolitan
3,533,1990,Western Metropolitan
4,401,2009,Western Metropolitan
3,543,1995,Western Metropolitan
4,344,1995,Western Metropolitan
3,358,1990,Western Metropolitan
3,528,2000,Western Metropolitan
3,566,1988,Western Metropolitan
4,537,1995,Western Metropolitan
4,774,2008,Western Metropolitan
4,448,2011,Western Metropolitan
3,790,1980,Northern Victoria
4,879,1995,Northern Victoria
4,1001,2012,Northern Victoria
4,857,2005,Northern Victoria
3,558,1980,Northern Victoria
3,530,1970,Northern Victoria
4,754,2004,Northern Victoria
4,940,1978,Northern Victoria
4,780,1985,Western Metropolitan
3,607,1980,Western Metropolitan
3,539,1968,South-Eastern Metropolitan
3,884,1968,South-Eastern Metropolitan
3,630,1968,South-Eastern Metropolitan
4,800,1968,South-Eastern Metropolitan
4,624,1969,South-Eastern Metropolitan
4,1151,1969,South-Eastern Metropolitan
3,556,1970,South-Eastern Metropolitan
3,407,1970,South-Eastern Metropolitan
2,199,1970,South-Eastern Metropolitan
3,534,1970,South-Eastern Metropolitan
3,644,1970,South-Eastern Metropolitan
4,735,1970,South-Eastern Metropolitan
3,725,1970,South-Eastern Metropolitan
3,270,1970,South-Eastern Metropolitan
3,535,1970,South-Eastern Metropolitan
2,914,1970,South-Eastern Metropolitan
4,598,1970,South-Eastern Metropolitan
3,598,1970,South-Eastern Metropolitan
3,624,1970,South-Eastern Metropolitan
3,530,1970,South-Eastern Metropolitan
3,610,1970,South-Eastern Metropolitan
5,779,1970,South-Eastern Metropolitan
3,769,1970,South-Eastern Metropolitan
4,681,1970,South-Eastern Metropolitan
3,572,1970,South-Eastern Metropolitan
3,731,1960,Eastern Metropolitan
3,658,1960,Eastern Metropolitan
3,764,1965,Eastern Metropolitan
3,925,1960,Eastern Metropolitan
4,317,1995,Eastern Metropolitan
4,767,1963,Eastern Metropolitan
3,679,1960,Eastern Metropolitan
5,500,2007,Eastern Metropolitan
4,769,1970,Eastern Metropolitan
4,654,1969,Eastern Metropolitan
2,366,2013,Eastern Metropolitan
4,657,2010,Eastern Metropolitan
4,336,2007,Eastern Metropolitan
3,241,1970,Eastern Metropolitan
3,267,1991,Eastern Metropolitan
2,65,1975,Eastern Metropolitan
5,669,2016,Eastern Metropolitan
3,728,1965,Eastern Metropolitan
3,827,1960,Eastern Metropolitan
5,656,1985,Eastern Metropolitan
3,118,2013,Eastern Metropolitan
3,299,2001,Eastern Metropolitan
3,1073,1960,Eastern Metropolitan
4,740,1985,Eastern Metropolitan
4,716,1965,Eastern Metropolitan
4,806,1975,Eastern Metropolitan
3,720,1960,Eastern Metropolitan
3,811,1970,Eastern Metropolitan
4,711,1960,Eastern Metropolitan
3,900,1970,Eastern Metropolitan
4,654,1970,Eastern Metropolitan
3,648,1980,Eastern Metropolitan
4,234,2009,Eastern Metropolitan
3,109,2001,Eastern Metropolitan
3,649,1965,Eastern Metropolitan
3,798,1960,Eastern Metropolitan
3,727,1970,Eastern Metropolitan
3,638,1970,Eastern Metropolitan
4,658,1975,Eastern Metropolitan
4,655,1970,Eastern Metropolitan
3,203,1986,Eastern Metropolitan
3,233,2012,Eastern Metropolitan
4,650,1970,Eastern Metropolitan
4,586,2002,Eastern Metropolitan
3,819,1970,Eastern Metropolitan
4,182,1998,Eastern Metropolitan
3,651,1970,Eastern Metropolitan
4,656,1965,Eastern Metropolitan
4,872,1970,Eastern Metropolitan
4,664,1980,Eastern Metropolitan
2,261,1984,Eastern Metropolitan
4,242,1995,Eastern Metropolitan
3,814,1965,Eastern Metropolitan
4,661,1965,Eastern Metropolitan
4,1072,1960,Eastern Metropolitan
3,647,1965,Eastern Metropolitan
5,757,1980,Eastern Metropolitan
4,280,2008,Eastern Metropolitan
4,674,1982,Eastern Metropolitan
5,851,1975,Eastern Metropolitan
3,721,1965,Eastern Metropolitan
4,652,1970,Eastern Metropolitan
3,170,2010,Eastern Metropolitan
3,681,1985,Eastern Metropolitan
4,676,1970,Eastern Metropolitan
5,770,1980,Eastern Metropolitan
5,930,1965,Eastern Metropolitan
4,863,1980,Eastern Metropolitan
3,152,2017,Eastern Metropolitan
3,462,1970,Eastern Metropolitan
3,730,1965,Eastern Metropolitan
5,981,1974,Eastern Metropolitan
4,653,1970,Eastern Metropolitan
3,728,1962,Eastern Metropolitan
4,352,2000,Eastern Metropolitan
3,725,1970,Eastern Metropolitan
3,195,2010,Eastern Metropolitan
3,695,1960,Eastern Metropolitan
3,654,1966,Eastern Metropolitan
3,402,2007,Eastern Metropolitan
4,785,1980,Eastern Metropolitan
3,236,1980,Eastern Metropolitan
4,886,1980,Eastern Metropolitan
4,284,2006,Eastern Metropolitan
6,1056,1970,Eastern Metropolitan
4,706,1970,Eastern Metropolitan
3,798,1978,Eastern Metropolitan
4,417,1980,Eastern Metropolitan
4,511,1988,Eastern Metropolitan
3,660,1965,Eastern Metropolitan
4,723,2009,Eastern Metropolitan
3,646,1975,Eastern Metropolitan
4,878,1970,Eastern Metropolitan
4,864,1970,Eastern Metropolitan
4,786,1980,Eastern Metropolitan
4,368,2014,Eastern Metropolitan
4,602,1980,Eastern Metropolitan
3,656,1968,Eastern Metropolitan
4,655,1970,Eastern Metropolitan
4,872,1984,Eastern Metropolitan
3,698,1970,Eastern Metropolitan
4,651,1970,Eastern Metropolitan
4,381,1990,Eastern Metropolitan
3,513,1995,Eastern Metropolitan
4,723,1980,Eastern Metropolitan
3,652,1975,Eastern Metropolitan
3,728,1960,Eastern Metropolitan
5,653,1980,Eastern Metropolitan
3,654,1970,Eastern Metropolitan
4,675,1980,Eastern Metropolitan
7,5022,2004,Eastern Metropolitan
3,239,2007,Eastern Metropolitan
3,720,1960,Eastern Metropolitan
5,785,1980,Eastern Metropolitan
4,375,1998,Eastern Metropolitan
3,243,2012,Eastern Metropolitan
3,294,1970,Eastern Metropolitan
4,733,1980,Eastern Metropolitan
4,718,1980,Eastern Metropolitan
2,758,1980,Eastern Metropolitan
4,1127,1970,Eastern Metropolitan
4,3999,1970,Eastern Metropolitan
4,507,1985,Eastern Metropolitan
5,704,1994,Eastern Metropolitan
3,786,1980,Eastern Metropolitan
4,462,1960,Eastern Metropolitan
4,639,1970,Eastern Metropolitan
7,4046,1985,Eastern Metropolitan
5,1366,1980,Eastern Metropolitan
3,393,2008,Eastern Metropolitan
3,345,2013,Eastern Metropolitan
3,840,2010,Northern Victoria
3,567,2012,Northern Victoria
4,511,2011,Northern Victoria
3,385,2010,Northern Victoria
3,151,2016,Northern Victoria
3,403,2016,Northern Victoria
3,448,2012,Northern Victoria
3,344,2013,Northern Victoria
3,319,2014,Northern Victoria
3,368,2010,Northern Victoria
6,518,2012,Northern Victoria
3,315,2013,Northern Victoria
3,531,1970,South-Eastern Metropolitan
3,306,1970,South-Eastern Metropolitan
3,568,1970,South-Eastern Metropolitan
2,586,1970,South-Eastern Metropolitan
2,112,1970,Eastern Metropolitan
2,79,1970,Eastern Metropolitan
3,871,1937,Eastern Metropolitan
3,872,1960,Eastern Metropolitan
4,1177,1960,Eastern Metropolitan
3,963,1925,Eastern Metropolitan
4,724,1940,Eastern Metropolitan
4,723,1950,Eastern Metropolitan
5,939,1930,Eastern Metropolitan
3,846,1955,Eastern Metropolitan
4,1484,1970,Eastern Metropolitan
4,597,1940,Eastern Metropolitan
5,1001,1930,Eastern Metropolitan
4,707,1956,Eastern Metropolitan
2,112,1960,Eastern Metropolitan
3,615,1950,Eastern Metropolitan
3,598,1955,Eastern Metropolitan
3,118,1890,Northern Metropolitan
3,616,1970,South-Eastern Metropolitan
3,608,1970,South-Eastern Metropolitan
4,819,1970,South-Eastern Metropolitan
3,644,1970,South-Eastern Metropolitan
4,680,1970,South-Eastern Metropolitan
3,569,1970,South-Eastern Metropolitan
2,3160,1970,South-Eastern Metropolitan
4,590,1970,South-Eastern Metropolitan
3,179,2000,Southern Metropolitan
3,492,1905,Southern Metropolitan
3,419,1908,Southern Metropolitan
3,391,1905,Southern Metropolitan
4,489,1910,Southern Metropolitan
1,386,1913,Southern Metropolitan
3,420,2016,Southern Metropolitan
4,527,1880,Southern Metropolitan
4,376,1917,Southern Metropolitan
5,701,1885,Southern Metropolitan
2,239,1940,Southern Metropolitan
2,1764,1930,Southern Metropolitan
3,319,1990,Southern Metropolitan
2,155,2011,Southern Metropolitan
3,108,2002,Southern Metropolitan
3,517,1900,Southern Metropolitan
3,351,1915,Southern Metropolitan
4,669,1930,Southern Metropolitan
3,418,1890,Southern Metropolitan
3,447,1920,Southern Metropolitan
4,147,1910,Southern Metropolitan
2,815,2008,Southern Metropolitan
3,331,2010,Southern Metropolitan
3,275,1900,Southern Metropolitan
3,439,1912,Southern Metropolitan
2,1764,1970,Southern Metropolitan
3,377,1915,Southern Metropolitan
2,1172,1970,Southern Metropolitan
3,458,1900,Southern Metropolitan
3,1405,1965,Southern Metropolitan
2,538,2005,Southern Metropolitan
3,346,1890,Southern Metropolitan
4,390,1920,Southern Metropolitan
3,923,1916,Southern Metropolitan
3,650,1900,Southern Metropolitan
2,381,1915,Southern Metropolitan
4,408,1925,Southern Metropolitan
3,346,1890,Southern Metropolitan
3,520,1890,Southern Metropolitan
6,804,1980,Eastern Metropolitan
3,654,1985,Eastern Metropolitan
4,816,1966,Eastern Metropolitan
4,1004,1985,Eastern Metropolitan
4,781,1970,Eastern Metropolitan
3,848,1979,Eastern Metropolitan
3,197,2009,Eastern Metropolitan
4,791,1974,Eastern Metropolitan
3,247,2009,Eastern Metropolitan
3,817,1970,Eastern Metropolitan
4,573,1980,Eastern Metropolitan
3,868,1980,Eastern Metropolitan
3,795,1960,Eastern Metropolitan
5,1463,1999,Eastern Metropolitan
3,794,1980,Eastern Metropolitan
3,374,1960,Eastern Metropolitan
4,870,1982,Eastern Metropolitan
5,842,1950,Eastern Metropolitan
3,993,1980,Eastern Metropolitan
3,768,1985,Eastern Metropolitan
3,812,1980,Eastern Metropolitan
6,966,1990,Eastern Metropolitan
3,316,1910,Southern Metropolitan
2,1622,1970,Southern Metropolitan
3,374,1925,Southern Metropolitan
4,560,1920,Southern Metropolitan
3,235,2005,Southern Metropolitan
4,348,1900,Southern Metropolitan
2,1307,1960,Southern Metropolitan
2,393,1923,Southern Metropolitan
3,246,1950,Southern Metropolitan
2,1307,1960,Southern Metropolitan
2,483,1950,Southern Metropolitan
3,257,1920,Southern Metropolitan
3,75,2002,Southern Metropolitan
4,737,1915,Southern Metropolitan
3,758,2010,Southern Metropolitan
2,553,1960,Southern Metropolitan
3,116,1996,Southern Metropolitan
1,644,1960,Southern Metropolitan
2,799,2012,Southern Metropolitan
2,1966,1960,Southern Metropolitan
2,2381,2009,Southern Metropolitan
3,327,1900,Southern Metropolitan
1,1547,1970,Southern Metropolitan
2,1912,1970,Southern Metropolitan
2,626,2008,Southern Metropolitan
2,845,1970,Southern Metropolitan
3,362,1900,Southern Metropolitan
5,399,1910,Southern Metropolitan
2,702,1940,Southern Metropolitan
2,249,1930,Southern Metropolitan
3,797,1997,Southern Metropolitan
2,1210,1968,Southern Metropolitan
1,1192,2009,Southern Metropolitan
2,887,1973,Southern Metropolitan
3,188,2010,Southern Metropolitan
1,1192,2009,Southern Metropolitan
2,637,1970,Southern Metropolitan
2,837,1930,Southern Metropolitan
2,797,1920,Southern Metropolitan
2,795,2005,Southern Metropolitan
4,558,1900,Southern Metropolitan
2,3256,1970,Southern Metropolitan
3,1730,2001,Southern Metropolitan
2,643,1950,Southern Metropolitan
3,380,1920,Southern Metropolitan
4,302,1910,Southern Metropolitan
4,544,1925,Southern Metropolitan
5,433,1910,Southern Metropolitan
4,339,1930,Southern Metropolitan
3,548,1928,Southern Metropolitan
4,304,2005,Southern Metropolitan
1,1034,1960,Eastern Victoria
3,567,1970,South-Eastern Metropolitan
3,727,1970,South-Eastern Metropolitan
3,650,1970,South-Eastern Metropolitan
